id,run,configuration,problem_id,passed,error
20250115_183014#few-shot#九章算術_2_11,4,few-shot,九章算術_2_11,False,"Variable 'a' has wrong value. Expected: 15/4, Actual: 3斗 147/20升"
20250115_183014#few-shot#九章算術_1_19,0,few-shot,九章算術_1_19,True,
20250115_183014#few-shot#九章算術_1_19,1,few-shot,九章算術_1_19,True,
20250115_183014#few-shot#九章算術_1_19,2,few-shot,九章算術_1_19,True,
20250115_183014#few-shot#九章算術_1_19,3,few-shot,九章算術_1_19,True,
20250115_183014#few-shot#九章算術_1_19,4,few-shot,九章算術_1_19,True,
20250115_183014#few-shot#九章算術_9_18,0,few-shot,九章算術_9_18,False,Code error: both arguments should be Rational instances
20250115_183014#few-shot#九章算術_9_18,1,few-shot,九章算術_9_18,False,Code error: both arguments should be Rational instances
20250115_183014#few-shot#九章算術_9_18,2,few-shot,九章算術_9_18,True,
20250115_183014#few-shot#九章算術_9_18,3,few-shot,九章算術_9_18,False,Code error: both arguments should be Rational instances
20250115_183014#few-shot#九章算術_9_18,4,few-shot,九章算術_9_18,False,Code error: both arguments should be Rational instances
20250115_183014#few-shot#九章算術_2_45,0,few-shot,九章算術_2_45,False,"Variable 'a' has wrong value. Expected: 300, Actual: 6740/97
Variable 'b' has wrong value. Expected: 5, Actual: 60
Variable 'c' has wrong value. Expected: 5520, Actual: 20557/291
Variable 'd' has wrong value. Expected: 6, Actual: 61"
20250115_183014#few-shot#九章算術_2_45,1,few-shot,九章算術_2_45,False,"Code error: unterminated string literal (detected at line 2) (<string>, line 2)"
20250115_183014#few-shot#九章算術_2_45,2,few-shot,九章算術_2_45,False,"Variable 'a' has wrong value. Expected: 300, Actual: 400800
Variable 'b' has wrong value. Expected: 5, Actual: 60
Variable 'c' has wrong value. Expected: 5520, Actual: 3660
Variable 'd' has wrong value. Expected: 6, Actual: 61"
20250115_183014#few-shot#九章算術_2_45,3,few-shot,九章算術_2_45,False,"Variable 'a' has wrong value. Expected: 300, Actual: 980
Variable 'b' has wrong value. Expected: 5, Actual: 1
Variable 'c' has wrong value. Expected: 5520, Actual: 4840
Variable 'd' has wrong value. Expected: 6, Actual: 242/49"
20250115_183014#few-shot#九章算術_2_45,4,few-shot,九章算術_2_45,False,"Variable 'a' has wrong value. Expected: 300, Actual: 17460/49
Variable 'b' has wrong value. Expected: 5, Actual: 3
Variable 'c' has wrong value. Expected: 5520, Actual: 267720/49
Variable 'd' has wrong value. Expected: 6, Actual: 46"
20250115_183014#few-shot#緝古算經_1_4,0,few-shot,緝古算經_1_4,False,"Variable 'a' has wrong value. Expected: 5821/1000, Actual: -3715/8
Variable 'b' has wrong value. Expected: 144, Actual: 465/116
Variable 'c' has wrong value. Expected: 1443/10, Actual: 223.23599405076578
Variable 'd' has wrong value. Expected: 651/25, Actual: 3827/30
Variable 'e' has wrong value. Expected: 279/25, Actual: 187023/9280
Variable 'f' has wrong value. Expected: 576/5, Actual: 6064754688/489161689
Variable 'g' has wrong value. Expected: 2886/25, Actual: 221.99314979474775
Variable 'h' has wrong value. Expected: 1023/25, Actual: 95170847/663510
Variable 'i' has wrong value. Expected: 93/5, Actual: 1023118575/41049152
Variable 'j' has wrong value. Expected: 288/5, Actual: 2614052516429675520/229089166740025201
Variable 'k' has wrong value. Expected: 1443/25, Actual: 217.17573860321332
Variable 'l' has wrong value. Expected: 1209/25, Actual: 50090155657784567/317577517089510
Variable 'm' has wrong value. Expected: 558/25, Actual: 574110017193371847/19647462390604352
Variable 'n' has wrong value. Expected: 144/5, Actual: 378808145773402300434914483121758208/50423098212317929747921102835189761
Variable 'o' has wrong value. Expected: 1443/50, Actual: 212.71213835700595
Variable 'p' has wrong value. Expected: 1302/25, Actual: 2381088323862274658957197232207947/14262462257347988396548161737262
Variable 'q' has wrong value. Expected: 1209/50, Actual: 705746282976126539029059056396244579/22059274958031555386661156820298560"
